user_name,user_id,web,sex,time,play_time,score,comment,phone,huanle,dianzan,dianxia
所谓,3135141,https://www.taptap.com/user/3135141,gender-empty,2017-11-12 22:18:07,,5,等了好久二，最爱游戏没有之一。,小米平板2,,,
老顾,15614225,https://www.taptap.com/user/15614225,gender-empty,2017-11-12 22:12:22,,4,emmmm...游戏画面非常的美，也很好看，相比较1而言，我觉得可能略简单了一些，包括其中有一章，就直接略过了一样，我觉得内容有点少，给个4星吧，希望经费赚够了，出三的时候章节更多，关卡也多些吧。,vivo X6A,,,
Joseph,7628542,https://www.taptap.com/user/7628542,male,2017-11-12 07:47:03,,5,岁月流转念念不忘群碑未成来日方长,,,2,
ζั͡ ั͡老 ั͡兄 ั͡✾,15969417,https://www.taptap.com/user/15969417,gender-empty,2017-11-12 22:06:59,,5,好久不玩了,华为 荣耀畅玩5,,,
绿茶,4309851,https://www.taptap.com/user/4309851,gender-empty,2017-11-12 14:46:23,,5,纪念碑谷终于出2了!万岁≧▽≦,,,1,
沉默者,2803354,https://www.taptap.com/user/2803354,gender-empty,2017-11-11 16:53:43,,4,果然是第二部的过  没有感觉到很好 关卡又少  难度下降 但剧情音效等比第一部好点。,华为畅享5S,,4,
Mitcuha,1407858,https://www.taptap.com/user/1407858,gender-empty,2017-11-12 21:38:37,,5,准备分享给她,OPPO A37,,,
笑需要乐,1947798,https://www.taptap.com/user/1947798,gender-empty,2017-11-09 21:34:59,30分钟,5,用五星为纪念碑谷打call。希望能多加些关卡难度也提一提,华为荣耀7,,,
手机用户8283800,8283800,https://www.taptap.com/user/8283800,gender-empty,2017-11-09 21:24:08,20分钟,5,十八块买的不是一个游戏而是一种思维方式，一个淡淡的感动。和触摸内心的力量。三流的厂商抄代码二流的厂商写设定一流的厂商做思想,vivo X6A,,,
、 拾光机 .,5952752,https://www.taptap.com/user/5952752,gender-empty,2017-11-12 14:07:37,,5,纪念碑谷，保质保量。,vivo Y29L,,1,
手机用户9460441,9460441,https://www.taptap.com/user/9460441,gender-empty,2017-11-12 21:52:32,,5,终于有了，已经期待了很久了。但是在玩了之后，着实心塞了很久，居然要那么贵，而且只能免费三关！心塞！心塞！心塞！,vivo V3,,,
LuokZhen.,9150158,https://www.taptap.com/user/9150158,gender-empty,2017-11-12 21:13:21,,5,1.2都很棒,OPPO R9,,,
G,8045969,https://www.taptap.com/user/8045969,male,2017-11-12 21:08:13,,5,精致含蓄，画质细腻，手感灵动，操作简单。一代！？,OPPO A57,,,
WFY,14733443,https://www.taptap.com/user/14733443,gender-empty,2017-11-12 20:59:43,,5,刚下，准备体验,魅族 MX4 Pro,,,
赌徒,12595587,https://www.taptap.com/user/12595587,gender-empty,2017-11-12 20:57:56,,5,游戏很有挑战性,华为 P8,,,
不喝猫的牛奶,15965475,https://www.taptap.com/user/15965475,gender-empty,2017-11-12 20:55:34,,5,画质精美，音效很棒，视觉效果一流，超帅！,华为 荣耀畅玩5A,,,
あおきげずぶ,4886546,https://www.taptap.com/user/4886546,gender-empty,2017-11-12 20:47:51,,5,很棒的游戏     很喜欢    特别有创意,魅族 M3,,,
王奕霖,5814264,https://www.taptap.com/user/5814264,gender-empty,2017-11-12 20:46:56,,5,我只说18不亏,华为 荣耀畅玩5C,,,
雨,14443137,https://www.taptap.com/user/14443137,gender-empty,2017-11-12 20:39:08,,5,画面依旧很赞！但是比1相对更加容易。,华为nova,,,
Walnut！,5632576,https://www.taptap.com/user/5632576,gender-empty,2017-11-12 20:35:54,,4,校验文件失败什么鬼，看起来蛮好玩的游戏,华为G9青春版,,,
四十三,2927074,https://www.taptap.com/user/2927074,gender-empty,2017-11-09 20:19:20,1小时32分钟,5,一看见腾讯就感觉花了18买了个皮肤,OPPO A33,,,
子夜,14873822,https://www.taptap.com/user/14873822,female,2017-11-12 20:06:16,,5,难度确实不如第一部，但是惊喜满满～画面、剧情、音乐都可以说是做得很用心了～玩久了网游来玩纪念碑谷有一种莫名的享受,HUAWEI DLI-AL10,,,
厌人症,7553117,https://www.taptap.com/user/7553117,gender-empty,2017-11-12 20:00:48,,5,很棒 ，全程无卡关 ，相对一代简单许多 ，惊艳的美术设计和音乐 ，17块钱有什么好挑剔的 ？？,小米 6,,,
给我哭的机会😭😭,4958321,https://www.taptap.com/user/4958321,gender-empty,2017-11-12 19:44:23,,5,观后感古古惑惑,vivo X9,,,
手机用户9340884,9340884,https://www.taptap.com/user/9340884,gender-empty,2017-11-12 19:35:58,,5,依旧很感动。游戏的素质真的非常高。迷题的设计，空间的变换，精致的画面，还有动心的配乐。。。总之各种喜欢。钱花的值,三星 Galaxy  S8,,,
团团源源王源源,15959005,https://www.taptap.com/user/15959005,gender-empty,2017-11-12 19:01:30,,5,玩了几关，还不错,OPPO A37,,,
。。,6309016,https://www.taptap.com/user/6309016,gender-empty,2017-11-12 19:01:19,,5,玩过最棒  最良心  最舒服的手游，没有之一！,华为荣耀V9,,,
QQ用户8632778,8632778,https://www.taptap.com/user/8632778,gender-empty,2017-11-12 18:59:54,,4,画风还是没变，小清新…但是难度真的不大，有点失望，没有一经典耐玩,OPPO R9,,,
冥冥一线,8976378,https://www.taptap.com/user/8976378,gender-empty,2017-11-12 18:59:44,,5,游戏很好玩，无论是画面音乐，都非常经典。,一加手机5,,,
Smile╮辉少,15958473,https://www.taptap.com/user/15958473,gender-empty,2017-11-12 18:37:26,,5,不出续作了！感觉有点遗憾！,魅蓝Note 5,,,
恩波,11187167,https://www.taptap.com/user/11187167,female,2017-11-09 18:24:51,1小时16分钟,5,光是第六章就够给五星了,红米Note 4X,,,
4640976@Social,5402049,https://www.taptap.com/user/5402049,gender-empty,2017-11-12 18:05:04,,4,一个原因，感觉简单很多，而且关卡太少，一下就过全关了。,华为平板M3,,,
赋墨吟殇,5073986,https://www.taptap.com/user/5073986,gender-empty,2017-11-09 18:04:06,7分钟,5,当然游戏还是很好的，不过不知道是不是腾讯代理了所以变贵了关反而少了，希望下次关起码多点,小米手机5,,,
Asiafirst,15907299,https://www.taptap.com/user/15907299,gender-empty,2017-11-12 17:55:47,,5,很好，很温馨。,荣耀畅玩平板,,,
刘浩晖,1558693,https://www.taptap.com/user/1558693,gender-empty,2017-11-12 17:40:36,,5,我喜欢lyy把我顶上去算帮我个忙,HUAWEI BAC-AL00,1,,
雨与羽语,10396746,https://www.taptap.com/user/10396746,male,2017-11-06 17:31:02,1小时19分钟,4,惊喜之余，难掩失望。如果是别的游戏我可能会打五星，但你是奇迹碑谷。,小米5S,,22,
Embarrassment,8089396,https://www.taptap.com/user/8089396,gender-empty,2017-11-12 17:25:36,,5,It's difficult for me to paly.this game.It's a bad game.I'm very unhappy to paly this.,魅族 M3,,,
恩,9845491,https://www.taptap.com/user/9845491,gender-empty,2017-11-12 17:24:44,,5,emmm双主角，挺好的，没以前的烧脑，关卡再多点就好了,vivo Y67,,,
脳浆炸💀裂！,5114428,https://www.taptap.com/user/5114428,male,2017-11-12 17:19:24,,5,玩了一天终于通关了。回去买1,vivo X7L,,,
QQ用户15613992,15613992,https://www.taptap.com/user/15613992,gender-empty,2017-11-12 17:16:33,,5,完美的游戏,华为P9,,,
apple!!!,9037361,https://www.taptap.com/user/9037361,male,2017-11-06 17:15:54,3小时26分钟,5,1、2都打穿了，难度依然是稍微想一想就能走出来的，另外几何体居然能自由创造。。。弄得我想回去重新绘制了。。。,华为P10,,10,
豆豆,3970100,https://www.taptap.com/user/3970100,gender-empty,2017-11-12 17:12:42,,5,目测第二部是把重心放在画质上，太好看了，第三部如果再烧脑一点就好了,GIONEE GIONEE S10,,,
wing,660156,https://www.taptap.com/user/660156,gender-empty,2017-11-12 17:00:53,,4,视觉冲击还是有的，但不如一代惊艳了，还有就是流程太短，解密变简单了，有点小失望，不过价格还真不是腾讯背锅，中国的售价是最便宜的了，只能说是制作团队的决定，那些那价格来黑腾讯的可省省吧,,,,
paul frank,13059833,https://www.taptap.com/user/13059833,gender-empty,2017-11-12 09:46:54,,5,1就开始追，无限唯美，无限遐想，无限思维,HUAWEI PRA-TL10,,1,
一点都不可爱,6448146,https://www.taptap.com/user/6448146,gender-empty,2017-11-09 16:52:17,2小时38分钟,5,新元素做得很可爱,华为Mate 9,,,
好名字都让狗起了,4240508,https://www.taptap.com/user/4240508,male,2017-11-12 02:26:04,,4,给4分还是冲着第一部的面上给的！如果有喜欢视觉差游戏的小伙伴们可以试一下《梦境机械》一点不比碑谷差,华为荣耀8,,2,
鹹魚黑阳,5589584,https://www.taptap.com/user/5589584,gender-empty,2017-11-12 16:48:41,,5,嗯 就这样,,,,
青烛火,13482208,https://www.taptap.com/user/13482208,gender-empty,2017-11-12 16:37:05,,5,不错的游戏,红米4a,,,
小可爱,11598675,https://www.taptap.com/user/11598675,gender-empty,2017-11-09 16:24:48,28分钟,5,超级美，不过比第一部简单很多，不是很过瘾,华为 荣耀6 Plus,,,
Singularity,2140863,https://www.taptap.com/user/2140863,male,2017-11-12 16:06:38,,5,玩了1再过来玩,一加手机5,,,
邱豪,10287363,https://www.taptap.com/user/10287363,gender-empty,2017-11-12 15:46:20,,5,这游戏我觉得算是蛮不错的了，当然是在你没玩过第一部的情况下，希望下次会给带来更多的惊喜！,三星 Galaxy S8,,,
許导許导,2159088,https://www.taptap.com/user/2159088,gender-empty,2017-11-12 15:37:39,,5,最爱的解密游戏,红米Note 3,,,
里昂不是凉。,15361862,https://www.taptap.com/user/15361862,female,2017-11-12 15:25:43,,5,超爱这款游戏,Meizu M621C-S,,,
坚持依法治国,5555019,https://www.taptap.com/user/5555019,gender-empty,2017-11-12 15:17:05,,5,很好，虽然比起一代简单不少。,华为畅享6,,,
音哔哔i,2396721,https://www.taptap.com/user/2396721,gender-empty,2017-11-12 00:48:46,,4,故事挺感人，bgm好听，画面很美，小细节制作很不赖。半小时通关。比1版简单挺多（可能主要是在设计故事），空间感没1版复杂，故事和一些画面设计喜欢2版（尤其是那几棵树的设计），总体来说还不赖！👍,,,2,
耿士奇,8908371,https://www.taptap.com/user/8908371,gender-empty,2017-11-09 15:10:38,8分钟,5,令人窒息的美,华为P9,,,
睹夜,10476103,https://www.taptap.com/user/10476103,gender-empty,2017-11-12 15:00:51,,5,还可以，和第一部相比简单了。,OPPO R9,,,
皮卡ぃ皮卡い丘,3390768,https://www.taptap.com/user/3390768,gender-empty,2017-11-12 14:55:05,,4,本身就是这个游戏的爱好者，从1就开始玩到现在很好希望继续有后作,红米Note 4X,,,
大头脑积水乔🐧,3958906,https://www.taptap.com/user/3958906,gender-empty,2017-11-12 14:47:52,,5,之前就在自家的iPad的玩过一天就通关啦（现在想想也不知道是怎么过的）总之，超级好玩。墙裂推荐！,OPPO OPPO R11,,,
小茨老😫555555……,1935354,https://www.taptap.com/user/1935354,gender-empty,2017-11-12 14:30:56,,5,玩着不错rang后就买不起了(￣∇￣),三星 Galaxy Note 3,,,
殷疏墨,1266775,https://www.taptap.com/user/1266775,gender-empty,2017-11-12 14:29:55,,5,为什么没有添加支付宝付款╭(°A°`)╮难过哭唧唧(ಥ_ಥ),OPPO A59s,,,
来互相伤害吧,4194051,https://www.taptap.com/user/4194051,gender-empty,2017-11-07 18:56:56,16分钟,5,我是来补第一部票的，说实话第二部无论剧情上和难度上都比第一部差多了(跪求高难度隐藏关卡啊啊啊啊啊啊啊啊),OPPO R7s,,6,
觞.,15942745,https://www.taptap.com/user/15942745,gender-empty,2017-11-12 14:04:55,,4,立体感挺好的,华为荣耀6x,,,
寂城,3810468,https://www.taptap.com/user/3810468,female,2017-11-12 13:57:29,,4,没有一难，我两个小时通关，但是画面很漂亮，而且有剧情和新的脑洞，只能说还好,,,,
Valkxyrie,14172671,https://www.taptap.com/user/14172671,female,2017-11-09 13:46:41,3小时58分钟,4,首先BGM和画面效果非常棒但是和一代相比难度降低，倒不如说这是款亲子游戏价格也稍稍偏贵了些期待续作吧,,1,,
葬剑故人坟,974025,https://www.taptap.com/user/974025,male,2017-11-06 21:00:58,3小时10分钟,4,nmp!扣一分太短，还有，为什么不能用tap买断！不用tap买就不舒服( ´◔‸◔`),,,9,
镜中人,10321635,https://www.taptap.com/user/10321635,gender-empty,2017-11-12 13:37:21,,5,暂时没玩过2，但依旧5星,华为 荣耀畅玩5C,,,
噗叽ovo,9269435,https://www.taptap.com/user/9269435,female,2017-11-08 16:15:22,,4,不行啊不行啊，这个纪念碑谷2之前没上来真的是期待很大，现在评分下滑拉都拉不住，要不是之前没上架的一波五星好评估计现在分要跌到9左右往下了，可玩性是真的不行，连贯性也差，那个树的生长惊艳了我一下然后就全程白开水，剧情也没有那种似懂不懂的玩味感了，女神跌落成网红的既视感,Xiaomi MIX 2,1,2,
你比夏天的风还要可爱,7386547,https://www.taptap.com/user/7386547,gender-empty,2017-11-12 13:12:51,,5,比第一部简单,华为畅享6S,,,
RDJ,7395565,https://www.taptap.com/user/7395565,female,2017-11-12 12:42:54,,5,很快就通关完了！安卓也很便宜，完全是纪念碑谷的味道ww谢谢设计师们能做出这样的作品，我超喜欢了www,vivo xplay5,,,
随你伤，我没心。,6619811,https://www.taptap.com/user/6619811,gender-empty,2017-11-12 12:39:45,,5,正在下载，感觉是挺不错的，第一代已经玩了很多遍了,OPPO A57,,,
大仙,2704527,https://www.taptap.com/user/2704527,gender-empty,2017-11-12 12:19:47,,4,可玩性比第一部大了许多，本身也很喜欢这个系列，就是看到要钱的关卡有点扎心了。,,,,
七号伦,133446,https://www.taptap.com/user/133446,female,2017-11-12 12:17:40,,4,相较于第一部感觉难度变低了，不知道是已经玩过了第一部有经验了还是什么，一下子就通关了。背景、音乐都很赞👍期待下一部新作😀,vivo Y67,,,
感情！,8148614,https://www.taptap.com/user/8148614,gender-empty,2017-11-12 12:12:02,,5,so     easy,OPPO R2017,,,
从前有座仙女山,7144207,https://www.taptap.com/user/7144207,gender-empty,2017-11-12 12:11:28,,5,嗯good,OPPO OPPO R11 Pluskt,,,
离城日记 -gr.,3243401,https://www.taptap.com/user/3243401,gender-empty,2017-11-12 11:49:35,,5,五星是给作者的。说实在的喜欢纪念碑谷就买，普通玩玩的就别买了，2有点不值这个价，十五或者十块还差不多。和腾讯沾边的游戏真是没有便宜的。啧啧啧。无语了,OPPO R9,,,
依依酱,6192444,https://www.taptap.com/user/6192444,female,2017-11-12 11:48:08,,5,出二了呀！！,OPPO A59,,,
🍤,15465248,https://www.taptap.com/user/15465248,gender-empty,2017-11-12 11:46:32,,5,通关了，尽管关卡没1多，但是有故事性，玩完意犹未尽；这个游戏使我看到了生命的成长，最深刻的就是几何之美，错位感；一直都期待着的游戏，希望能继续精良简洁的画风，继续带给我们美的感受和道理的领悟💓,vivo X9,,,
鸟爹,9264174,https://www.taptap.com/user/9264174,gender-empty,2017-11-12 11:45:17,,4,一切都很好！少一星就是因为不够玩↖（^ω^）↗要是后面能再吃些特典关就好了。由于我不是硬核玩家，感觉这种就是轻松愉快的小解谜，也就没有太期待难度，阳光和植物那一关有惊艳到我。,vivo X9,,,
QQ用户8458634,8458634,https://www.taptap.com/user/8458634,gender-empty,2017-11-09 11:39:46,38分钟,5,相比而言，纪念碑谷2太过简单了,OPPO OPPO R11 Plus,,,
考不上丰二高中不改名,12291189,https://www.taptap.com/user/12291189,gender-empty,2017-11-12 11:38:40,,5,画风音乐特效都特赞！18是值得！之后还有母女线，很惊艳！还有一点就是结束图标的那个自己设计特别人性，感觉很高科技！语文不好不知道该怎么说，但是完全满意，已经推荐了同学纷纷去买！,乐1S,,,
叶叶叶猫酱,2332323,https://www.taptap.com/user/2332323,gender-empty,2017-11-12 11:28:30,,5,难度整体下降，也没有时间显示了（手残表示很开心）母亲和女儿的两条线，真的很棒！特别最后一关！,华为 荣耀V8,,,
Arisa,6217430,https://www.taptap.com/user/6217430,male,2017-11-09 11:24:35,20分钟,5,(°∀°)ﾉ五星不解释！如此清新的游戏~为什么不玩玩呢~,小米 6,,,
Deathtrooper,14028827,https://www.taptap.com/user/14028827,male,2017-11-12 10:43:03,,5,感觉难度对玩过一的人很友好emmm,华为 P10 青春版,,,
赤瞳丸子,14941660,https://www.taptap.com/user/14941660,female,2017-11-12 10:12:42,,5,完结撒花！！很好玩，比一代虽然感觉略那么一点点的差(其实都很好！)，趣味性很好，非常棒,vivo Xplay 6,,,
1048664@Social,1495194,https://www.taptap.com/user/1495194,gender-empty,2017-11-09 10:01:06,9分钟,5,温馨的故事,一加手机5,,,
鱼腥味,5660936,https://www.taptap.com/user/5660936,gender-empty,2017-11-12 09:32:49,,5,体验感极差，浪费我18块钱！！！关卡太少了，差评，不推荐，但看在纪念碑谷1的面子上给个五星,小米 6,,,
Evidoer,7056760,https://www.taptap.com/user/7056760,gender-empty,2017-11-12 09:23:30,,5,画面精美~内容好~,vivo X9,,,
你家吴总,15924920,https://www.taptap.com/user/15924920,gender-empty,2017-11-12 09:09:22,,5,太好玩了！666,小米手机3,,,
messi,8338174,https://www.taptap.com/user/8338174,gender-empty,2017-11-12 08:59:48,,5,挺不错的😊,华为 荣耀畅玩4X,,,
kiri to,7804516,https://www.taptap.com/user/7804516,gender-empty,2017-11-12 08:45:06,,5,玩在苹果手机上玩通了,vivo vivo Y66L,,,
Jumper,9224780,https://www.taptap.com/user/9224780,gender-empty,2017-11-09 08:30:27,24分钟,5,玩过第一部的我，又一次被治愈了。。艺术，美术作品一样的游戏,华为P9,,,
瑷俄dê請呼χí←,2939980,https://www.taptap.com/user/2939980,gender-empty,2017-11-12 08:25:06,,5,画质是真的没话说,魅蓝Note 5,,,
ε=ε呆咸鱼,4377098,https://www.taptap.com/user/4377098,gender-empty,2017-11-12 00:12:50,,5,相比较一而言多了些自主性，功能也有所增加,小米 6,,1,
≈浅念°,15914719,https://www.taptap.com/user/15914719,gender-empty,2017-11-11 23:57:39,,5,纪念碑谷2从开始就期待了好久，果然没有让我失望。章节比纪念碑谷1难。很考验眼力。视觉艺术非常震撼。而且非常有母爱，玩到最后我感觉我哭了。T﹏T,华为Mate 7,,1,
Tango,4498921,https://www.taptap.com/user/4498921,gender-empty,2017-11-08 16:20:36,4分钟,5,还是很好看的，就是太简单了～,小米手机5,,2,
マジやばくね。,7506219,https://www.taptap.com/user/7506219,male,2017-11-11 22:21:50,14分钟,5,emmmm没啥好说的，当然5星。,vivo V3M A,,1,
悬锡宝,5742080,https://www.taptap.com/user/5742080,female,2017-11-11 22:07:15,,5,还没玩，但感觉应该会很不错，毕竟是一代的忠实玩家，二代肯定会支持的,vivo X7,,1,
isa,10673998,https://www.taptap.com/user/10673998,gender-empty,2017-11-12 05:17:43,,5,谁有解锁码啊,OPPO Find 7,,,
饿死了看看你,4214213,https://www.taptap.com/user/4214213,gender-empty,2017-11-12 11:45:43,,4,居然要钱？纪念碑谷一都不要钱，腾讯真垃圾。总体来说这款游戏还是不错的。,,,,1
Anthony  £,9472172,https://www.taptap.com/user/9472172,gender-empty,2017-11-11 21:14:19,,5,如果不再出现第一季版本那样，无缘无故打不开游戏就好了，这季有帐号绑定不？上一季我购买了，之后游戏打不开重装游戏又要我购买，我就没玩了，去索赔也没人理。,三星 Galaxy Note5,,1,
W.J.Y,8486252,https://www.taptap.com/user/8486252,gender-empty,2017-11-10 22:51:31,,5,不是它做的不好，是你们把它预期的太好,,,4,
孤IU,2970261,https://www.taptap.com/user/2970261,gender-empty,2017-11-11 20:25:36,,5,很感动。。。打最后一关掉眼泪了,OPPO R9s,,1,
雨纪丶,15828717,https://www.taptap.com/user/15828717,male,2017-11-11 20:17:11,,4,很唯美的一款游戏,OPPO A37,,1,
手机用户14309631,14309631,https://www.taptap.com/user/14309631,gender-empty,2017-11-09 03:27:20,2分钟,4,玩完认为难度下降很多 流程太短   没什么创新的地方  但还是一款很棒的游戏,Xiaomi MIX 2,,,
陈俊颖,13151337,https://www.taptap.com/user/13151337,gender-empty,2017-11-12 02:48:58,,5,还是给五星吧，虽然没有1好玩,红米Note 4X,,,
Gerard way,7520245,https://www.taptap.com/user/7520245,gender-empty,2017-11-11 12:18:28,,4,我明明购买了纪念碑谷，但是没有收到验证码怎么办,vivo vivo X9s,,2,
@ 依依 ^o^,3951123,https://www.taptap.com/user/3951123,gender-empty,2017-11-11 18:59:29,,5,贼好玩！背景音乐也不错（听着听着睡着了）😂😂,OPPO R7s,,1,
Freedom88,15916407,https://www.taptap.com/user/15916407,gender-empty,2017-11-12 02:03:56,,5,真的很棒的游戏。,vivo vivo X20,,,
Producer ✔,7081392,https://www.taptap.com/user/7081392,female,2017-11-11 18:46:46,,5,等了好久了终于可以玩了相比于1简单  但也好玩关数太少玩不过瘾啊！！会有3吗？,华为 荣耀畅玩5C,,1,
蛋蛋,9248274,https://www.taptap.com/user/9248274,gender-empty,2017-11-12 01:38:43,,4,我只想说--我缺钱。,,1,,
手机用户11201084,11201084,https://www.taptap.com/user/11201084,gender-empty,2017-11-12 01:39:56,,5,很有意思的一种游戏，第二季了还是值得玩玩,vivo X6,,,
格林,14095053,https://www.taptap.com/user/14095053,gender-empty,2017-11-12 01:38:11,,5,six to sky,vivo vivo X9s,,,
☞[西瓜是夏天的爱人]☜,7245222,https://www.taptap.com/user/7245222,gender-empty,2017-11-12 01:35:26,,5,添加了双主人公的功能（滑稽）但是相比1来说更简单了,红米4a,,,
♡,3920104,https://www.taptap.com/user/3920104,female,2017-11-12 08:33:02,,4,等了很久的2 有一点让我失望了 画面和bgm一如既往的好 但是剧情和关卡和1比较相似 难度也不高 后面几关都要钱 我记得以前玩1没收钱啊?喜欢的仍旧可以试试静下心来戴着耳机聆听 何尝不是一件美好的事,三星 Galaxy S5,,,1
银念,7504756,https://www.taptap.com/user/7504756,female,2017-11-11 18:04:43,,5,还是一如既往的唯美，大爱,OPPO R9,,1,
手机用户12455682,12455682,https://www.taptap.com/user/12455682,gender-empty,2017-11-12 00:59:12,,4,难度不如第一部了，依旧喜欢吧，但是有点小失望,华为 荣耀畅玩5A,,,
QQ用户9327734,9327734,https://www.taptap.com/user/9327734,gender-empty,2017-11-12 00:47:29,,5,好玩，翻版了,OPPO R9,,,
幻^葬の,7043087,https://www.taptap.com/user/7043087,gender-empty,2017-11-11 17:30:51,,5,游戏制作真心好、至少1是良心作!,OPPO A53,,1,
请叫我大叔🍃,15916775,https://www.taptap.com/user/15916775,gender-empty,2017-11-12 00:42:02,,5,就是要付费，,vivo X9Plus,,,
齐儿儿,6561467,https://www.taptap.com/user/6561467,gender-empty,2017-11-11 17:28:41,,4,不科学啊，玩到回忆那关，不知道是不是没玩完，感觉和第一部完全跑题了，可惜这种回忆杀的剧情流不是我的纪念碑谷。另外，某天空有不要钱的谷歌版,vivo V3,,1,
虾仁炒饭,7857618,https://www.taptap.com/user/7857618,female,2017-11-12 00:40:01,,4,我也算是一个老玩家了，第二部在难度上面不免让人真的有些失望，但是在画风和整体的剧情走向比起前面是该进了不少，总体来说还是很期待后面的吧,vivo X9,,,
寒树菌,5331,https://www.taptap.com/user/5331,gender-empty,2017-11-08 17:19:48,7分钟,5,还是那熟悉的配方熟悉的味道:Demmmm不过不管是难度还是剧情长度都比一代逊色一点，但不管是背景音乐还是操作都还是我爱的纪念碑谷啊不过玩1的时候我没付费来着，，，_(:_」∠)_,OPPO R9s,,1,
小撩神。,7042729,https://www.taptap.com/user/7042729,gender-empty,2017-11-12 00:22:29,,5,期待超级久了，应该很好玩,OPPO A33,,,
金牛gaga,10189271,https://www.taptap.com/user/10189271,male,2017-11-12 00:15:28,,5,比1简单，但画风配乐还是很棒的,OPPO A53,,,
Heaven,6392992,https://www.taptap.com/user/6392992,gender-empty,2017-11-12 00:00:55,,5,我等了好久，终于出2了，没安装前我就能给5星!,小米手机5,,,
白杨,4384635,https://www.taptap.com/user/4384635,male,2017-11-12 00:00:29,,5,神游纪念碑谷2莫名其妙在11月6日出来咯。。。毕竟第一部是款各应用商店评分都是10星不下的好游戏，可惜第二部怎么腾讯制造?表示不敢相信。。。很好，又一次感受视觉之其妙咯,vivo Y67,,,
牵手、喜欢伱,1365768,https://www.taptap.com/user/1365768,gender-empty,2017-11-11 23:35:04,,5,也不知道怎么样，不过觉得应该会很好玩。。,samsung SM-T555C,,,
过客♎ヾ 失心人,6114367,https://www.taptap.com/user/6114367,gender-empty,2017-11-11 23:32:46,,4,1小时通关,vivo V3,,,
叶飘天下,312813,https://www.taptap.com/user/312813,male,2017-11-08 23:22:08,12分钟,5,这是2那之前那个邀请5个人就可以激活的版本是啥。。。,小米手机5,,,
城南花已开,2020817,https://www.taptap.com/user/2020817,male,2017-11-11 23:20:14,,5,没有一有难度，不过二也还可以，至少背景音乐挺给力的，五星好评,小米手机5,,,
老人与海♪,12568770,https://www.taptap.com/user/12568770,gender-empty,2017-11-11 23:18:48,,5,继承以前简约唯美境界的游戏环境相比第一部增加了游戏的多玩性很棒的一款游戏大赞！不要抱怨玩两关就要收费自我感觉这款游戏这个价钱就值这个价,华为 荣耀8青春版,,,
手机用户8006574,8006574,https://www.taptap.com/user/8006574,gender-empty,2017-11-11 23:14:10,,5,纪念碑谷，没有理由,华为P9,,,
something beaut,2796464,https://www.taptap.com/user/2796464,gender-empty,2017-11-11 23:07:19,,5,终于来了，太感动了,努比亚Z11miniS,,,
手机用户7286875,7286875,https://www.taptap.com/user/7286875,gender-empty,2017-11-11 23:05:13,,5,啊，棒得没话说,,,,
▽v▽冷枫,3039596,https://www.taptap.com/user/3039596,gender-empty,2017-11-11 23:04:33,,4,由于我是个穷人，所以我抢了朋友的全解锁了的来玩。基本上一个半小时全通关了，感觉还是挺简单的，不是很难，画面还是一如既往的好看。,vivo X6A,,,
十幺,6200277,https://www.taptap.com/user/6200277,gender-empty,2017-11-12 15:12:49,,4,"音乐赞爆,少了关卡难度却多了故事性,小孩的长大,开头结尾的笛子声,touch my heart ,并不比1差,美术设计一如既往赞,但有新意的设计只有双人和果园那块,butbutbut意境太棒了",华为麦芒5,,,
南古笙烟，老街久巷,7962866,https://www.taptap.com/user/7962866,gender-empty,2017-11-11 15:20:04,,5,不说什么了，满分,金立M6,,1,
Rende,3213550,https://www.taptap.com/user/3213550,male,2017-11-08 22:26:17,2小时2分钟,5,总体来说难度并不大，但作为休闲游戏第二部仍非常棒！,华为荣耀6 Plus,,,
巷尾-灰鸟栖,8497023,https://www.taptap.com/user/8497023,gender-empty,2017-11-11 22:23:54,,5,第二部更注重画风美感，难度小了许多，再也没有当初第一次接触唯美解密游戏时熬费苦精半个多小时去通关时内心的紧张和兴奋了。,vivo Y37A,,,
落辰,912780,https://www.taptap.com/user/912780,male,2017-11-08 22:16:40,41分钟,4,游戏还是原来的味道，不过更简单了。这点仁者见仁，智者见智。不过相对于关卡数量而言，这个价格确实比1代贵很多！！！且看有没有后续加入章节吧,华为荣耀8,,,
妖僧,666868,https://www.taptap.com/user/666868,gender-empty,2017-11-11 21:55:21,,5,游戏性不如1了,小米手机5,,,
艾米莉亚,7609227,https://www.taptap.com/user/7609227,male,2017-11-11 21:47:18,,5,看我刷出了什么！,HUAWEI HUAWEI M2-A01W,,,
007闪电,1807217,https://www.taptap.com/user/1807217,gender-empty,2017-11-11 21:40:25,,4,没原来难了，画风还那麽漂亮,魅蓝3S,,,
愚者,13875617,https://www.taptap.com/user/13875617,gender-empty,2017-11-11 21:37:05,,5,已通过，比一代简单了些,华为Mate 8,,,
Ideol,14055870,https://www.taptap.com/user/14055870,gender-empty,2017-11-11 21:33:44,,4,画面和bgm都很棒但是觉得关卡太简单了，随便转几下大概就能过了，而且每一章游戏时长都比较短。对比前一作，2更短小但是价格更贵（可能是某个原因……）游戏很棒但还是有点失望吧……,OPPO R9 Plus,,,
℡Nothingness#虚无,10110750,https://www.taptap.com/user/10110750,male,2017-11-11 21:24:13,,5,那是真没毛病,,,,
